title,release_year,location,lat,lng,fun_fact,production_company,distributor,director,writer,actor1,actor2,actor3
Guess Who's Coming to Dinner,1967,San Francisco International Airport,37.615223,-122.389979,SFO has a museum dedicated to aviation history.,Columbia Pictures Corporation,Columbia Pictures,Stanley Kramer,William Rose,Spencer Tracy,Sidney Poitier,Cloris Leachman
The Graduate,1967,Bay Bridge,37.8193346,-122.3450661,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugene Cardinal Pacelli, who later became Pope Pius XII. ",Embassy Pictures Corporation,Embassy Pictures Corporation,Mike Nichols,Calder Willingham,Anne Bancroft,Dustin Hoffman,Hector Elizondo
Bullitt,1968,John Muir Drive (Lake Merced),37.7145909,-122.492148,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Colin Friels
The Love Bug,1968,Golden Gate Bridge,37.8198772,-122.4789386,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Dean Jones,Michele Lee,Ed Harris
Petulia,1968,"Fort Point (Presidio, Golden Gate National Recreation Area)",37.8105374,-122.4770634,"Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confererate general learned that the war had ended while en route to SF.",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,
Petulia,1968,"Japanese Tea Garden, Hagiwara Tea Garden Drive, Golden Gate Park",37.7702031,-122.4698909,"The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,
Bullitt,1968,"Candlestick Park Exit, Highway 101",37.8022587,-122.4496651,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Dermot Mulroney
Bullitt,1968,2700 Vallejo Street (Pacific Heights),37.794632,-122.442027,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,
Bullitt,1968,Marina Green (Marina District),37.8066235,-122.4391137,"Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Danny Aiello
Bullitt,1968,Café Cantata (2040 Union Street),37.7976826,-122.432994,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Dermot Mulroney
Petulia,1968,2417 Franklin Street,37.79669,-122.425606,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,
Bullitt,1968,Larkin & Francisco Streets (Russian Hill),37.8035608,-122.4218062,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Danny Aiello
Bullitt,1968,Larkin & Chestnut Streets (Russian Hill),37.8027332,-122.4214466,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,
Bullitt,1968,McClaren Park (Vistacon Valley),37.7196766,-122.4206972,"McClaren Park is the 2nd largest park in San Francisco, after Golden Gate Park.","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,
Petulia,1968,Cala Foods (California Street and Hyde),37.7749295,-122.4194155,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,
The Love Bug,1968,100 Block of Lombard Street,37.802139,-122.41874,Lombard Street is not actually the crookedest in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Dean Jones,Michele Lee,Ed Harris
Bullitt,1968,Cesar Chavez & Mission Street (Mission),37.7482194,-122.4182013,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Dermot Mulroney
Bullitt,1968,Filbert & Taylor Streets (Russian Hill),37.8007748,-122.4143291,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Suzi Mandell
Bullitt,1968,Taylor & Vallejo Streets (Russian Hill),37.7980344,-122.4137557,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Don Harvey
Bullitt,1968,Columbus & Lombard Streets (North Beach),37.8027632,-122.4137383,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Dermot Mulroney
Bullitt,1968,Mansell & University Streets (Vistacon Valley),37.719074,-122.41099,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Danny Aiello
Bullitt,1968,1153-57 Taylor Street,37.7829257,-122.4109508,"Embarcadero Freeway, which was featured in the film was demolished in 1989 because of structural damage from the 1989 Loma Prieta Earthquake)","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Luther Adler
Petulia,1968,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.7923392,-122.4105175,"In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Donna Reed
Bullitt,1968,Brocklebank Apartments (1000 Mason Street),37.793087,-122.41047,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Dermot Mulroney
Bullitt,1968,Mark Hopkins Hotel (999 California Street),37.7915787,-122.4104284,The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Liz Phair
Bullitt,1968,Intersection of York & Peralta (Bernal Heights),37.7474896,-122.4068482,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Colin Friels
Bullitt,1968,Enrico's Café (504 Broadway),37.7981289,-122.4056101,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Samantha Weaver
Petulia,1968,307 Filbert Street,37.8018463,-122.4050336,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,
Bullitt,1968,Kennedy Hotel (226 Embarcadero at Howard Street),37.7815157,-122.4049555,Hotel was destroyed in the 1989 Loma Prieta earthquake. Corporate headquarters for the Gap reside at the location today.,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Colin Friels
Bullitt,1968,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",37.7563054,-122.4045441,SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,
Bullitt,1968,20th & Vermont Streets (Potrero Hill),37.7595713,-122.4040164,The crookedest street in San Fransisco is actually Potrero Hill's Vermont Street between 20th St & 22nd St.,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Luther Adler
Petulia,1968,Pier 43 1/2,37.7974553,-122.3937942,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,
Bullitt,1968,Bayshore Blvd near Cesar Chavez (Bayview),37.730416,-122.384424,,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Dermot Mulroney
Bullitt,1968,Bay Bridge,37.8193346,-122.3450661,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugene Cardinal Pacelli, who later became Pope Pius XII. ","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,
Take the Money and Run,1969,Golden Gate Park,37.7694208,-122.4862138,,American Broadcasting Company (ABC),Cinerama Releasing Corporation,Woody Allen,Woody Allen,Woody Allen,,
Take the Money and Run,1969,Mission Street,37.7393418,-122.423912,,American Broadcasting Company (ABC),Cinerama Releasing Corporation,Woody Allen,Woody Allen,Woody Allen,,
Take the Money and Run,1969,Bank of America (1455 Stockton Street),37.799276,-122.409215,,American Broadcasting Company (ABC),Cinerama Releasing Corporation,Woody Allen,Woody Allen,Woody Allen,,
Harold and Maude,1971,Sutro Baths (Point Lobos Avenue),37.7798498,-122.5138482,,Mildred Lewis and Colin Higgins Productions,Paramount Pictures,Hal Ashby,Colin Higgins,Ruth Gordon,Bud Cort,Sam Elliot
Harold and Maude,1971,Golden Gate Park,37.7694208,-122.4862138,,Mildred Lewis and Colin Higgins Productions,Paramount Pictures,Hal Ashby,Colin Higgins,Ruth Gordon,Bud Cort,Sam Elliot
Harold and Maude,1971,Conservatory of Flowers (Golden Gate Park),37.7726683,-122.4587578,"The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Mildred Lewis and Colin Higgins Productions,Paramount Pictures,Hal Ashby,Colin Higgins,Ruth Gordon,Bud Cort,Sam Elliot
Dirty Harry,1971,"Kezar Stadium, Golden Gate Park",37.7667984,-122.456045,The stadium was demolished and completely rebuilt after sustaining damages in the 1898 Loma Prieta earthquake.,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,Woody Harrelson
Dirty Harry,1971,"Mt. Davidson Cross, Mt. Davidson",37.737285,-122.4558767,"The cross sits at the highest point in San Francisco (938 feet). This version of the cross was erected in 1934.Though in Dirty Harry the cross is lit at night, the City stopped this practice in 1990.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,Woody Harrelson
Dirty Harry,1971,"Marina Green, Marina District",37.8066235,-122.4391137,"Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,Woody Harrelson
Dirty Harry,1971,Forest Hill Station- MUNI,37.7626851,-122.4355727,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,Woody Harrelson
Dirty Harry,1971,Mission Delores Park (Mission District),37.7597727,-122.427063,"The two land plots that comprise the Park were used as a Jewish cemetary until 1894 when San Francisco prohibited all burials within city limits.The graves were moved to Colma, CA.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,Woody Harrelson
Dirty Harry,1971,"California Hall (625 Polk Street, Van Ness/Civic Center)",37.7851842,-122.4197486,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,
Dirty Harry,1971,Dante Building (1606 Stockton Street at Union),37.7749295,-122.4194155,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,Woody Harrelson
Dirty Harry,1971,Holiday Inn Select Downtown Hotel (750 Kearney Street),37.7749295,-122.4194155,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,Woody Harrelson
Dirty Harry,1971,"Washington Square, North Beach",37.8009182,-122.410111,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,
Dirty Harry,1971,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",37.800781,-122.410084,"Though Marilyn Monroe and Joe DiMaggio were not alllowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptuals.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,Cathy Moriarty
Dirty Harry,1971,Portsmouth Square (Chinatown),37.7948871,-122.4052015,In 1847 the first public school in California was erected on what would become Portsmouth Square.,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,Woody Harrelson
Dirty Harry,1971,Bank of America Building (555 California Street),37.791996,-122.404105,"The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,
Dirty Harry,1971,Hall of Justice (850 Bryant Street),37.775471,-122.4037169,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,Woody Harrelson
Dirty Harry,1971,The Embarcadero,37.7976769,-122.3943387,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,Cathy Moriarty
Dirty Harry,1971,San Francisco Drydock (20th and Illinois Streets),37.7561141,-122.3871395,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,,
"Play it Again, Sam",1972,Surf Theater (4520 Irving Street),37.762512,-122.506526,,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Lauryn Hill
"Play it Again, Sam",1972,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",37.7694208,-122.4862138,The theater closed in 1985.,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Lauryn Hill
What's Up Doc?,1972,22nd Avenue & Balboa Street (Richmond District),37.7764455,-122.481262,,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,
"Play it Again, Sam",1972,Balboa at 22nd Avenue,37.7764455,-122.481262,,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Lauryn Hill
What's Up Doc?,1972,Hyde Street Pier,37.8094834,-122.4218196,,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,
"Play it Again, Sam",1972,Aquatic Park (Jefferson Street),37.8074647,-122.4208864,"Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.",Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,River Phoenix
What's Up Doc?,1972,Lombard Street between Hyde and Leavenworth,37.7749295,-122.4194155,,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,
What's Up Doc?,1972,Alta Plaza Park (Steiner Street),37.7749295,-122.4194155,The park was originally a rock quarry and served as a campground for many survivors of the 1906 earthquake. The site was converted to a park in 1910.,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,
"Play it Again, Sam",1972,Hyde Street Cable Car,37.7749295,-122.4194155,,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Lauryn Hill
What's Up Doc?,1972,San Francisco Hilton (333 O'Farrell Street),37.7859447,-122.4110567,,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,
What's Up Doc?,1972,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",37.800781,-122.410084,"Though Marilyn Monroe and Joe DiMaggio were not alllowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptuals.",Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbara Streisand,Ryan O'Neal,
